,prune_name,rgft_name,time,ll,orig_ds_ll
"4,37",N5,Sp035,0.104,-6497.960859,-6391.54992
"4,38",N5,N43,0.099,-6497.961246,-6391.54992
"4,39",N5,N44,0.108,-6485.027986,-6391.54992
"4,40",N5,Sp001,0.108,-6483.269667,-6391.54992
"4,41",N5,N46,0.106,-6476.354241,-6391.54992
"4,42",N5,Sp023,0.101,-6476.354211,-6391.54992
"4,43",N5,N48,0.113,-6486.195222,-6391.54992
"4,44",N5,N49,0.101,-6484.803463,-6391.54992
"4,45",N5,N50,0.111,-6471.427181,-6391.54992
"4,46",N5,N51,0.098,-6471.427221,-6391.54992
"4,47",N5,Sp031,0.106,-6486.749083,-6391.54992
"4,48",N5,Sp017,0.110,-6486.749142,-6391.54992
"4,49",N5,Sp044,0.104,-6488.798501,-6391.54992
"4,50",N5,N55,0.104,-6488.798503,-6391.54992
"4,51",N5,Sp016,0.108,-6484.656869,-6391.54992
"4,52",N5,Sp005,0.107,-6483.932651,-6391.54992
"4,53",N5,Sp029,0.107,-6497.961442,-6391.54992
"4,54",N5,Sp007,0.106,-6495.223306,-6391.54992
"4,55",N5,N60,0.102,-6485.027569,-6391.54992
"4,56",N5,Sp000,0.104,-6485.027618,-6391.54992
"4,57",N5,N62,0.103,-6480.989071,-6391.54992
"4,58",N5,Sp003,0.105,-6480.190746,-6391.54992
"4,59",N5,Sp028,0.103,-6487.404458,-6391.54992
"4,60",N5,N65,0.103,-6487.404487,-6391.54992
"4,61",N5,Sp020,0.104,-6483.507480,-6391.54992
"4,62",N5,Sp010,0.104,-6484.804286,-6391.54992
"4,63",N5,N68,0.100,-6475.273306,-6391.54992
"4,64",N5,N69,0.103,-6474.128332,-6391.54992
"4,65",N5,Sp039,0.102,-6474.270298,-6391.54992
"4,66",N5,Sp034,0.106,-6474.270392,-6391.54992
"4,67",N5,Sp040,0.104,-6498.162092,-6391.54992
"4,68",N5,N73,0.104,-6498.163090,-6391.54992
"4,69",N5,Sp045,0.109,-6504.381870,-6391.54992
"4,70",N5,Sp006,0.106,-6504.381891,-6391.54992
"4,71",N5,N76,0.101,-6481.028202,-6391.54992
"4,72",N5,Sp014,0.104,-6480.988660,-6391.54992
"4,73",N5,Sp026,0.104,-6487.404437,-6391.54992
"4,74",N5,Sp021,0.106,-6487.404483,-6391.54992
"4,75",N5,N80,0.106,-6479.255508,-6391.54992
"4,76",N5,N81,0.102,-6479.255608,-6391.54992
"4,77",N5,Sp032,0.106,-6477.448246,-6391.54992
"4,78",N5,N83,0.108,-6479.295774,-6391.54992
"4,79",N5,N84,0.103,-6502.580483,-6391.54992
"4,80",N5,Sp030,0.104,-6502.580453,-6391.54992
"4,81",N5,N86,0.100,-6481.090020,-6391.54992
"4,82",N5,Sp002,0.105,-6481.089050,-6391.54992
"4,83",N5,N88,0.102,-6487.720329,-6391.54992
"4,84",N5,N89,0.103,-6483.254459,-6391.54992
"4,85",N5,Sp015,0.102,-6479.255570,-6391.54992
"4,86",N5,Sp009,0.104,-6479.254578,-6391.54992
"4,87",N5,Sp019,0.107,-6483.221319,-6391.54992
"4,88",N5,Sp013,0.104,-6483.220922,-6391.54992
"4,89",N5,Sp033,0.109,-6510.258702,-6391.54992
"4,90",N5,Sp008,0.124,-6510.258315,-6391.54992
"4,91",N5,Sp041,0.105,-6481.089980,-6391.54992
"4,92",N5,Sp012,0.105,-6481.090025,-6391.54992
"4,93",N5,Sp043,0.106,-6487.733779,-6391.54992
"4,94",N5,Sp011,0.104,-6485.079088,-6391.54992
"4,95",N5,Sp042,0.101,-6480.552448,-6391.54992
"4,96",N5,N101,0.106,-6483.254437,-6391.54992
"4,97",N5,N102,0.105,-6483.327404,-6391.54992
"4,98",N5,Sp022,0.105,-6483.327416,-6391.54992
"4,99",N5,Sp037,0.104,-6486.824935,-6391.54992
"4,100",N5,Sp004,0.108,-6486.824920,-6391.54992
"5,0",N6,N1,0.109,-6391.577125,-6391.54992
"5,1",N6,Sp053,0.105,-6475.400576,-6391.54992
"5,2",N6,Sp047,0.104,-6475.400726,-6391.54992
"5,3",N6,N5,0.100,-6391.577063,-6391.54992
"5,4",N6,N7,0.101,-6391.576801,-6391.54992
"5,5",N6,Sp049,0.106,-6421.267429,-6391.54992
"5,6",N6,Sp046,0.105,-6421.860537,-6391.54992
"5,7",N6,Sp050,0.104,-6416.245542,-6391.54992
"5,8",N6,Sp048,0.115,-6416.245538,-6391.54992
"6,0",N7,N1,0.101,-6391.577042,-6391.54992
"6,1",N7,Sp053,0.112,-6475.400694,-6391.54992
"6,2",N7,Sp047,0.104,-6475.400712,-6391.54992
"6,3",N7,N5,0.100,-6391.577129,-6391.54992
"6,4",N7,N6,0.100,-6391.576794,-6391.54992
"6,5",N7,Sp049,0.104,-6421.859917,-6391.54992
"6,6",N7,Sp046,0.104,-6421.860635,-6391.54992
"6,7",N7,N10,0.101,-6466.817260,-6391.54992
"6,8",N7,N11,0.105,-6466.817370,-6391.54992
"6,9",N7,N14,0.099,-6463.501835,-6391.54992
"6,10",N7,N15,0.100,-6466.827897,-6391.54992
"6,11",N7,N16,0.105,-6473.524846,-6391.54992
"6,12",N7,Sp024,0.109,-6474.552054,-6391.54992
"6,13",N7,N18,0.103,-6467.866212,-6391.54992
"6,14",N7,Sp018,0.105,-6467.866211,-6391.54992
"6,15",N7,N20,0.106,-6466.827855,-6391.54992
"6,16",N7,N21,0.104,-6466.827804,-6391.54992
"6,17",N7,Sp052,0.106,-6523.460379,-6391.54992
"6,18",N7,Sp051,0.101,-6523.460358,-6391.54992
"6,19",N7,N24,0.105,-6475.828571,-6391.54992
"6,20",N7,N25,0.107,-6475.828744,-6391.54992
"6,21",N7,N26,0.105,-6467.827820,-6391.54992
"6,22",N7,N27,0.103,-6470.933195,-6391.54992
"6,23",N7,N28,0.105,-6466.827749,-6391.54992
"6,24",N7,Sp036,0.105,-6466.562274,-6391.54992
"6,25",N7,N30,0.105,-6474.549840,-6391.54992
"6,26",N7,N31,0.103,-6475.828468,-6391.54992
"6,27",N7,Sp027,0.104,-6478.540008,-6391.54992
"6,28",N7,Sp025,0.106,-6478.540207,-6391.54992
"6,29",N7,N34,0.107,-6471.615427,-6391.54992
"6,30",N7,N35,0.105,-6471.615443,-6391.54992
"6,31",N7,Sp038,0.101,-6470.273911,-6391.54992
"6,32",N7,N37,0.103,-6470.932924,-6391.54992
"6,33",N7,N38,0.108,-6476.365190,-6391.54992
"6,34",N7,N39,0.105,-6476.364992,-6391.54992
"6,35",N7,N40,0.106,-6477.498105,-6391.54992
"6,36",N7,N41,0.109,-6477.498270,-6391.54992
"6,37",N7,Sp035,0.106,-6494.352721,-6391.54992
"6,38",N7,N43,0.105,-6494.352848,-6391.54992
"6,39",N7,N44,0.111,-6480.653144,-6391.54992
"6,40",N7,Sp001,0.103,-6479.094334,-6391.54992
"6,41",N7,N46,0.105,-6471.615550,-6391.54992
"6,42",N7,Sp023,0.105,-6471.615541,-6391.54992
"6,43",N7,N48,0.104,-6490.891925,-6391.54992
"6,44",N7,N49,0.105,-6490.199021,-6391.54992
"6,45",N7,N50,0.102,-6480.423059,-6391.54992
"6,46",N7,N51,0.102,-6480.422972,-6391.54992
"6,47",N7,Sp031,0.105,-6498.237448,-6391.54992
"6,48",N7,Sp017,0.102,-6498.239817,-6391.54992
"6,49",N7,Sp044,0.101,-6481.639563,-6391.54992
"6,50",N7,N55,0.107,-6478.639241,-6391.54992
"6,51",N7,Sp016,0.106,-6475.532937,-6391.54992
"6,52",N7,Sp005,0.104,-6476.633957,-6391.54992
"6,53",N7,Sp029,0.102,-6494.353432,-6391.54992
"6,54",N7,Sp007,0.104,-6494.353435,-6391.54992
"6,55",N7,N60,0.102,-6480.572650,-6391.54992
"6,56",N7,Sp000,0.105,-6480.653318,-6391.54992
"6,57",N7,N62,0.107,-6476.432754,-6391.54992
"6,58",N7,Sp003,0.108,-6475.522214,-6391.54992
"6,59",N7,Sp028,0.103,-6492.214184,-6391.54992
"6,60",N7,N65,0.106,-6492.214249,-6391.54992
"6,61",N7,Sp020,0.104,-6495.076058,-6391.54992
"6,62",N7,Sp010,0.106,-6496.352366,-6391.54992
"6,63",N7,N68,0.107,-6484.348412,-6391.54992
"6,64",N7,N69,0.103,-6483.954192,-6391.54992
"6,65",N7,Sp039,0.106,-6482.811126,-6391.54992
"6,66",N7,Sp034,0.105,-6482.835564,-6391.54992
"6,67",N7,Sp040,0.104,-6482.750934,-6391.54992
"6,68",N7,N73,0.109,-6482.751051,-6391.54992
"6,69",N7,Sp045,0.108,-6508.929781,-6391.54992
"6,70",N7,Sp006,0.104,-6508.929800,-6391.54992
"6,71",N7,N76,0.102,-6476.433875,-6391.54992
"6,72",N7,Sp014,0.103,-6476.433866,-6391.54992
"6,73",N7,Sp026,0.106,-6492.214259,-6391.54992
"6,74",N7,Sp021,0.106,-6492.214268,-6391.54992
"6,75",N7,N80,0.103,-6484.698770,-6391.54992
"6,76",N7,N81,0.105,-6484.698794,-6391.54992
"6,77",N7,Sp032,0.106,-6494.033107,-6391.54992
"6,78",N7,N83,0.106,-6495.862182,-6391.54992
"6,79",N7,N84,0.103,-6487.180255,-6391.54992
"6,80",N7,Sp030,0.106,-6487.180249,-6391.54992
"6,81",N7,N86,0.104,-6481.304824,-6391.54992
"6,82",N7,Sp002,0.100,-6481.304803,-6391.54992
"6,83",N7,N88,0.104,-6493.377252,-6391.54992
"6,84",N7,N89,0.104,-6488.820589,-6391.54992
"6,85",N7,Sp015,0.107,-6484.698780,-6391.54992
"6,86",N7,Sp009,0.103,-6484.698773,-6391.54992
"6,87",N7,Sp019,0.103,-6499.937401,-6391.54992
"6,88",N7,Sp013,0.102,-6499.937005,-6391.54992
"6,89",N7,Sp033,0.104,-6495.091345,-6391.54992
"6,90",N7,Sp008,0.106,-6495.091324,-6391.54992
"6,91",N7,Sp041,0.106,-6481.305448,-6391.54992
"6,92",N7,Sp012,0.103,-6481.305468,-6391.54992
"6,93",N7,Sp043,0.103,-6493.393538,-6391.54992
"6,94",N7,Sp011,0.105,-6490.634382,-6391.54992
"6,95",N7,Sp042,0.106,-6488.820579,-6391.54992
"6,96",N7,N101,0.114,-6488.820568,-6391.54992
"6,97",N7,N102,0.102,-6488.883601,-6391.54992
"6,98",N7,Sp022,0.106,-6488.883612,-6391.54992
"6,99",N7,Sp037,0.123,-6492.473902,-6391.54992
"6,100",N7,Sp004,0.103,-6492.473888,-6391.54992
"7,0",Sp049,N1,0.106,-6421.858703,-6391.54992
"7,1",Sp049,Sp053,0.111,-6499.698437,-6391.54992
"7,2",Sp049,Sp047,0.110,-6499.132070,-6391.54992
"7,3",Sp049,N4,0.105,-6419.480975,-6391.54992
"7,4",Sp049,Sp046,0.100,-6391.576784,-6391.54992
"7,5",Sp049,N6,0.103,-6418.932193,-6391.54992
"7,6",Sp049,N7,0.098,-6419.481380,-6391.54992
"7,7",Sp049,N10,0.105,-6469.939475,-6391.54992
"7,8",Sp049,N11,0.104,-6469.939383,-6391.54992
"7,9",Sp049,Sp050,0.104,-6444.101589,-6391.54992
"7,10",Sp049,Sp048,0.111,-6442.629505,-6391.54992
"7,11",Sp049,N14,0.105,-6469.939878,-6391.54992
"7,12",Sp049,N15,0.101,-6469.940207,-6391.54992
"7,13",Sp049,N16,0.117,-6478.047401,-6391.54992
"7,14",Sp049,Sp024,0.098,-6473.239032,-6391.54992
"7,15",Sp049,N18,0.100,-6478.728863,-6391.54992
"7,16",Sp049,Sp018,0.102,-6481.134025,-6391.54992
"7,17",Sp049,N20,0.100,-6469.940174,-6391.54992
"7,18",Sp049,N21,0.125,-6469.940162,-6391.54992
"7,19",Sp049,Sp052,0.148,-6521.272792,-6391.54992
"7,20",Sp049,Sp051,0.135,-6521.272729,-6391.54992
"7,21",Sp049,N24,0.141,-6479.951402,-6391.54992
"7,22",Sp049,N25,0.148,-6479.951572,-6391.54992
"7,23",Sp049,N26,0.135,-6473.008717,-6391.54992
"7,24",Sp049,N27,0.137,-6473.008773,-6391.54992
"7,25",Sp049,N28,0.138,-6469.940086,-6391.54992
"7,26",Sp049,Sp036,0.136,-6469.400136,-6391.54992
"7,27",Sp049,N30,0.135,-6478.325038,-6391.54992
"7,28",Sp049,N31,0.139,-6479.951199,-6391.54992
