,prune_name,rgft_name,newick
"12,15",N13,N18,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,(Sp013:0.00844103,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,(Sp019:1e-08,Sp016:1e-08)N18:0.00252703)N7:0.00252703)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,16",N13,Sp013,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp013:0.00422052)N7:0.00422052)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,17",N13,Sp011,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp004:1e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp011:0.0015714)N7:0.0015714)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,18",N13,Sp004,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp004:5e-09)N7:5e-09)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,19",N13,N24,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,(Sp005:1e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,(Sp010:1.1e-07,Sp003:1e-08)N24:5e-08)N7:5e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,20",N13,Sp005,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp005:5e-09)N7:5e-09)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,21",N13,N26,"((((((Sp008:1e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,(Sp007:1e-08,Sp006:0.00148433)N26:4e-08)N7:4e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,22",N13,Sp008,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp008:5e-09)N7:5e-09)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,23",N13,N28,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(Sp002:1e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:3.7e-07)N7:3.7e-07)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,24",N13,Sp002,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp002:5e-09)N7:5e-09)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,25",N13,Sp019,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp016:1e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp019:5e-09)N7:5e-09)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,26",N13,Sp016,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp016:5e-09)N7:5e-09)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,27",N13,Sp010,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp003:1e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp010:5.5e-08)N7:5.5e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,28",N13,Sp003,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp003:5e-09)N7:5e-09)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,29",N13,Sp007,"(((((((Sp006:0.00148433,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp007:5e-09)N7:5e-09)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,30",N13,Sp006,"(((((((Sp007:1e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp006:0.000742165)N7:0.000742165)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,31",N13,N36,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,((Sp000:0.00164338,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,(Sp012:0.043399,Sp001:1e-08)N36:2.1e-07)N7:2.1e-07)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,32",N13,Sp000,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp000:0.00082169)N7:0.00082169)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,33",N13,Sp012,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp001:1e-08,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp012:0.0216995)N7:0.0216995)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"12,34",N13,Sp001,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,Sp001:5e-09)N7:5e-09)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,Sp018:0.00762012)N4:0.0051809,(((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:7e-08)N8:1.5e-07,Sp009:0.00374005)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,0",N14,subtree1,"(Sp011:0.00314281,Sp004:1e-08);"
"13,1",N14,subtree2,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,0",N14,N1,"(Sp020:0.160491,Sp015:0.00195738,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.00505041)N8:0.00505041);"
"13,1",N14,Sp020,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.0101008,Sp015:0.00195738,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,Sp020:0.0802453)N8:0.0802453);"
"13,2",N14,Sp015,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.0101008,Sp020:0.160491,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,Sp015:0.00097869)N8:0.00097869);"
"13,3",N14,N4,"(((Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,(((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.00259045)N8:0.00259045)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,4",N14,N5,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.0051809,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00431281)N8:0.00431281)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,5",N14,N6,"((((Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00172896)N8:0.00172896)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,6",N14,N7,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:7.5e-08)N8:7.5e-08)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,7",N14,Sp009,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.0051809,(((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,Sp009:0.00187002)N8:0.00187002)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,8",N14,N15,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.0051809,(Sp009:0.00374005,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:1.1e-07)N8:1.1e-07)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,9",N14,N10,"((((((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,(((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:1e-07)N8:1e-07)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,10",N14,N11,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00167089)N8:0.00167089)N6:0.00345792,(Sp018:0.00761997,(Sp017:7.5e-07,Sp014:1e-08)N13:0.012024)N7:1.5e-07)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,11",N14,Sp018,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,((Sp017:7.5e-07,Sp014:1e-08)N13:0.012024,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,Sp018:0.00380999)N8:0.00380999)N7:1.5e-07)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
"13,12",N14,N13,"(((((((Sp007:1e-08,Sp006:0.00148433)N26:8e-08,Sp008:1e-08)N16:8e-08,(((Sp012:0.043399,Sp001:1e-08)N36:4.2e-07,Sp000:0.00164338)N28:7.4e-07,Sp002:1e-08)N17:5.4e-07)N10:2e-07,((Sp019:1e-08,Sp016:1e-08)N18:0.00505407,Sp013:0.00844103)N11:0.00334179)N6:0.00345792,(Sp018:0.00761997,((Sp011:0.00314281,Sp004:1e-08)N14:9e-08,(Sp017:7.5e-07,Sp014:1e-08)N13:0.006012)N8:0.006012)N7:1.5e-07)N4:0.0051809,(Sp009:0.00374005,((Sp010:1.1e-07,Sp003:1e-08)N24:1e-07,Sp005:1e-08)N15:2.2e-07)N5:0.00862562)N1:0.0101008,Sp020:0.160491,Sp015:0.00195738);"
