,prune_name,rgft_name,time,ll,orig_ds_ll,d_ll_prune,edge_length,longest_branch,tbl_pruned,longest_pruned,tbl_remaining,longest_remaining
7,14,N8,Sp013,0.094,-1787.458252,-1751.80239,-35.65586199999984273745,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,15,N8,Sp017,0.121,-1775.209192,-1751.80239,-23.40680199999997057603,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,16,N8,Sp014,0.092,-1775.209263,-1751.80239,-23.40687299999990500510,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,17,N8,N26,0.095,-1782.853864,-1751.80239,-31.05147399999987101182,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,18,N8,Sp008,0.101,-1782.853864,-1751.80239,-31.05147399999987101182,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,19,N8,N28,0.098,-1782.854093,-1751.80239,-31.05170299999986127659,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,20,N8,Sp002,0.100,-1782.854185,-1751.80239,-31.05179499999985637260,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,21,N8,Sp019,0.094,-1797.363133,-1751.80239,-45.56074300000000221189,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,22,N8,Sp016,0.095,-1797.363133,-1751.80239,-45.56074300000000221189,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,23,N8,Sp007,0.092,-1782.853868,-1751.80239,-31.05147799999986091279,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,24,N8,Sp006,0.094,-1782.853853,-1751.80239,-31.05146300000001247099,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,25,N8,N36,0.093,-1782.854443,-1751.80239,-31.05205299999988710624,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,26,N8,Sp000,0.098,-1782.85452,-1751.80239,-31.05213000000003376044,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,27,N8,Sp012,0.097,-1782.8547,-1751.80239,-31.05231000000003405148,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
7,28,N8,Sp001,0.097,-1782.854886,-1751.80239,-31.05249600000001919398,7e-08,0.160491,0.2797074,0.00314281,2.3000000000000002e-07,1.1e-07
8,0,Sp009,N1,0.091,-1761.759374,-1751.80239,-9.95698399999992034282,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,1,Sp009,Sp020,0.089,-1765.841642,-1751.80239,-14.03925200000003314926,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,2,Sp009,Sp015,0.088,-1766.708494,-1751.80239,-14.90610399999991386721,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,3,Sp009,N4,0.098,-1761.759164,-1751.80239,-9.95677399999999579450,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,4,Sp009,N8,0.099,-1751.816613,-1751.80239,-0.01422299999990173092,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,5,Sp009,N6,0.096,-1771.605829,-1751.80239,-19.80343900000002577144,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,6,Sp009,N7,0.088,-1771.605912,-1751.80239,-19.80352199999992990342,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,7,Sp009,N14,no ll opt_no time,-1751.802313,-1751.80239,0.00007700000014665420,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,8,Sp009,N15,no ll opt_no time,-1751.802313,-1751.80239,0.00007700000014665420,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,9,Sp009,N10,0.098,-1778.431084,-1751.80239,-26.62869399999999586726,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,10,Sp009,N11,0.097,-1778.430809,-1751.80239,-26.62841899999989436765,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,11,Sp009,Sp018,0.099,-1771.605804,-1751.80239,-19.80341399999997520354,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,12,Sp009,N13,0.107,-1771.605938,-1751.80239,-19.80354799999986425973,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,13,Sp009,Sp011,0.107,-1751.813456,-1751.80239,-0.01106600000002799788,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,14,Sp009,Sp004,no ll opt_no time,-1751.802314,-1751.80239,0.00007600000003549212,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,15,Sp009,N24,no ll opt_no time,-1751.802315,-1751.80239,0.00007500000015170372,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,16,Sp009,Sp005,no ll opt_no time,-1751.802314,-1751.80239,0.00007600000003549212,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,17,Sp009,N16,0.094,-1781.054555,-1751.80239,-29.25216499999987718184,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,18,Sp009,N17,0.096,-1781.054483,-1751.80239,-29.25209299999983159069,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,19,Sp009,N18,0.099,-1780.253952,-1751.80239,-28.45156199999996715633,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,20,Sp009,Sp013,0.094,-1779.227132,-1751.80239,-27.42474199999992379162,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,21,Sp009,Sp017,0.097,-1773.679566,-1751.80239,-21.87717599999996309634,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,22,Sp009,Sp014,0.095,-1773.679631,-1751.80239,-21.87724099999991267396,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,23,Sp009,Sp010,no ll opt_no time,-1751.802321,-1751.80239,0.00006900000016685226,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,24,Sp009,Sp003,no ll opt_no time,-1751.802317,-1751.80239,0.00007300000015675323,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,25,Sp009,N26,0.093,-1781.054553,-1751.80239,-29.25216299999988223135,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,26,Sp009,Sp008,0.095,-1781.054554,-1751.80239,-29.25216399999999339343,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,27,Sp009,N28,0.092,-1781.054882,-1751.80239,-29.25249199999984739407,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,28,Sp009,Sp002,0.095,-1781.054957,-1751.80239,-29.25256699999999909778,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,29,Sp009,Sp019,0.098,-1786.929758,-1751.80239,-35.12736799999993309029,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,30,Sp009,Sp016,0.095,-1786.929758,-1751.80239,-35.12736799999993309029,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,31,Sp009,Sp007,0.093,-1781.054556,-1751.80239,-29.25216599999998834392,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,32,Sp009,Sp006,0.101,-1781.055876,-1751.80239,-29.25348599999983889575,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,33,Sp009,N36,0.096,-1781.055281,-1751.80239,-29.25289099999986319744,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,34,Sp009,Sp000,0.093,-1781.055348,-1751.80239,-29.25295800000003509922,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,35,Sp009,Sp012,0.097,-1781.055493,-1751.80239,-29.25310300000001006993,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
8,36,Sp009,Sp001,0.098,-1781.055755,-1751.80239,-29.25336500000003070454,0.00374005,0.160491,0.0037400499999999948,0.00374005,0.27596758,0.160491
9,0,N10,N1,0.094,-1761.07213,-1751.80239,-9.26973999999995612598,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,1,N10,Sp020,0.093,-1768.457666,-1751.80239,-16.65527599999995800317,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,2,N10,Sp015,0.092,-1768.457817,-1751.80239,-16.65542699999991782533,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,3,N10,N4,0.093,-1758.770033,-1751.80239,-6.96764299999995273538,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,4,N10,N5,0.095,-1761.071732,-1751.80239,-9.26934200000005148468,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,5,N10,N7,0.104,-1758.767397,-1751.80239,-6.96500700000001415901,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,6,N10,N11,no ll opt_no time,-1751.802954,-1751.80239,-0.00056399999994027894,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,7,N10,N8,0.092,-1779.954266,-1751.80239,-28.15187599999990197830,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,8,N10,Sp009,0.094,-1779.954568,-1751.80239,-28.15217800000004899630,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,9,N10,Sp018,0.103,-1757.249739,-1751.80239,-5.44734900000003108289,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,10,N10,N13,0.100,-1758.800698,-1751.80239,-6.99830799999995178950,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,11,N10,N18,0.090,-1752.68062,-1751.80239,-0.87823000000003048626,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,12,N10,Sp013,0.096,-1758.820788,-1751.80239,-7.01839799999993374513,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,13,N10,N14,0.097,-1799.903316,-1751.80239,-48.10092599999984486203,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,14,N10,N15,0.094,-1799.903316,-1751.80239,-48.10092599999984486203,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,15,N10,Sp017,0.095,-1760.280088,-1751.80239,-8.47769799999991846562,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,16,N10,Sp014,0.095,-1760.280029,-1751.80239,-8.47763899999995373946,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,17,N10,Sp019,0.096,-1771.565573,-1751.80239,-19.76318300000002636807,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,18,N10,Sp016,0.095,-1771.565573,-1751.80239,-19.76318300000002636807,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,19,N10,Sp011,0.093,-1799.903301,-1751.80239,-48.10091099999999642023,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,20,N10,Sp004,0.095,-1799.90331,-1751.80239,-48.10091999999986001058,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,21,N10,N24,0.095,-1799.903303,-1751.80239,-48.10091299999999137071,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,22,N10,Sp005,0.092,-1799.903303,-1751.80239,-48.10091299999999137071,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,23,N10,Sp010,0.101,-1799.90329,-1751.80239,-48.10089999999991050572,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
9,24,N10,Sp003,0.092,-1799.903291,-1751.80239,-48.10090100000002166780,2e-07,0.160491,0.046528809999999976,0.160491,0.23317882,0.160491
10,0,N11,N1,0.090,-1761.075799,-1751.80239,-9.27340899999990142533,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,1,N11,Sp020,0.103,-1768.457538,-1751.80239,-16.65514800000005379843,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,2,N11,Sp015,0.115,-1768.457483,-1751.80239,-16.65509299999985159957,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,3,N11,N4,0.100,-1758.797783,-1751.80239,-6.99539299999992181256,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,4,N11,N5,0.097,-1761.071629,-1751.80239,-9.26923899999997047416,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,5,N11,N7,0.097,-1758.789676,-1751.80239,-6.98728600000004007597,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,6,N11,N10,0.094,-1751.813512,-1751.80239,-0.01112199999988661148,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,7,N11,N8,0.095,-1779.294104,-1751.80239,-27.49171400000000176078,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,8,N11,Sp009,0.095,-1779.293864,-1751.80239,-27.49147399999992558151,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,9,N11,Sp018,0.095,-1758.800114,-1751.80239,-6.99772399999983463204,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,10,N11,N13,0.093,-1758.800228,-1751.80239,-6.99783800000000155705,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,11,N11,N16,no ll opt_no time,-1751.802278,-1751.80239,0.00011200000017197453,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,12,N11,N17,no ll opt_no time,-1751.802303,-1751.80239,0.00008700000012140663,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,13,N11,N14,0.095,-1798.543594,-1751.80239,-46.74120399999992514495,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,14,N11,N15,0.097,-1798.543599,-1751.80239,-46.74120900000002620800,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,15,N11,Sp017,0.103,-1760.279177,-1751.80239,-8.47678699999983109592,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,16,N11,Sp014,0.103,-1760.279308,-1751.80239,-8.47691799999984141323,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,17,N11,N26,no ll opt_no time,-1751.802278,-1751.80239,0.00011200000017197453,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,18,N11,Sp008,no ll opt_no time,-1751.802278,-1751.80239,0.00011200000017197453,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,19,N11,N28,no ll opt_no time,-1751.802364,-1751.80239,0.00002600000016172999,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,20,N11,Sp002,no ll opt_no time,-1751.802329,-1751.80239,0.00006099999995967664,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,21,N11,Sp011,0.097,-1798.543501,-1751.80239,-46.74111100000004626054,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,22,N11,Sp004,0.092,-1798.543542,-1751.80239,-46.74115199999982905865,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,23,N11,N24,0.091,-1798.543599,-1751.80239,-46.74120900000002620800,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,24,N11,Sp005,0.094,-1798.54354,-1751.80239,-46.74114999999983410817,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,25,N11,Sp007,no ll opt_no time,-1751.802278,-1751.80239,0.00011200000017197453,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,26,N11,Sp006,0.092,-1751.81369,-1751.80239,-0.01129999999989195203,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,27,N11,N36,no ll opt_no time,-1751.802419,-1751.80239,-0.00002900000004046888,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,28,N11,Sp000,0.093,-1751.813827,-1751.80239,-0.01143699999988712079,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,29,N11,Sp010,0.096,-1798.543576,-1751.80239,-46.74118599999997059058,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,30,N11,Sp003,0.093,-1798.54354,-1751.80239,-46.74114999999983410817,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,31,N11,Sp012,0.094,-1751.807476,-1751.80239,-0.00508599999989201024,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
10,32,N11,Sp001,no ll opt_no time,-1751.802438,-1751.80239,-0.00004799999987881165,0.00844103,0.160491,0.27970763,0.00844103,0.0,0.0
11,0,Sp018,N1,0.103,-1754.091587,-1751.80239,-2.28919699999983095040,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,1,Sp018,Sp020,0.096,-1761.476221,-1751.80239,-9.67383099999983642192,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,2,Sp018,Sp015,0.095,-1761.476268,-1751.80239,-9.67387799999983144517,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,3,Sp018,N4,0.097,-1751.816213,-1751.80239,-0.01382300000000213913,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,4,Sp018,N5,0.093,-1754.092035,-1751.80239,-2.28964499999983672751,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,5,Sp018,N6,0.091,-1750.680499,-1751.80239,1.12189100000000507862,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,6,Sp018,N13,0.094,-1751.813509,-1751.80239,-0.01111900000000787259,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,7,Sp018,N8,0.099,-1773.117847,-1751.80239,-21.31545699999992393714,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,8,Sp018,Sp009,0.104,-1773.118228,-1751.80239,-21.31583799999998518615,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,9,Sp018,N10,0.091,-1756.463551,-1751.80239,-4.66116099999999278225,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,10,Sp018,N11,0.096,-1756.463572,-1751.80239,-4.66118200000005344918,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,11,Sp018,Sp017,0.100,-1753.760548,-1751.80239,-1.95815799999991213554,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,12,Sp018,Sp014,0.097,-1753.7606,-1751.80239,-1.95821000000000822183,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,13,Sp018,N14,0.096,-1786.734303,-1751.80239,-34.93191299999989496428,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,14,Sp018,N15,0.092,-1786.734311,-1751.80239,-34.93192099999987476622,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,15,Sp018,N16,0.090,-1758.829023,-1751.80239,-7.02663299999994706013,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,16,Sp018,N17,0.094,-1758.828463,-1751.80239,-7.02607299999999668216,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,17,Sp018,N18,0.090,-1760.237346,-1751.80239,-8.43495599999982914596,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,18,Sp018,Sp013,0.092,-1760.315241,-1751.80239,-8.51285099999995509279,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,19,Sp018,Sp011,0.090,-1786.734253,-1751.80239,-34.93186300000002120214,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,20,Sp018,Sp004,0.102,-1786.734258,-1751.80239,-34.93186799999989489152,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,21,Sp018,N24,0.095,-1786.734269,-1751.80239,-34.93187899999998080602,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,22,Sp018,Sp005,0.095,-1786.734258,-1751.80239,-34.93186799999989489152,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,23,Sp018,N26,0.091,-1758.829023,-1751.80239,-7.02663299999994706013,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,24,Sp018,Sp008,0.104,-1758.829024,-1751.80239,-7.02663399999983084854,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,25,Sp018,N28,0.092,-1758.828375,-1751.80239,-7.02598499999999148713,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,26,Sp018,Sp002,0.098,-1758.828781,-1751.80239,-7.02639099999987593037,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,27,Sp018,Sp019,0.096,-1773.018594,-1751.80239,-21.21620399999983419548,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,28,Sp018,Sp016,0.105,-1773.018594,-1751.80239,-21.21620399999983419548,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,29,Sp018,Sp010,0.101,-1786.734161,-1751.80239,-34.93177100000002610614,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,30,Sp018,Sp003,0.093,-1786.734216,-1751.80239,-34.93182600000000093132,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,31,Sp018,Sp007,0.093,-1758.829025,-1751.80239,-7.02663499999994201062,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,32,Sp018,Sp006,0.094,-1758.82902,-1751.80239,-7.02662999999984094757,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,33,Sp018,N36,0.094,-1758.828287,-1751.80239,-7.02589699999998629210,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,34,Sp018,Sp000,0.096,-1758.828688,-1751.80239,-7.02629799999999704596,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,35,Sp018,Sp012,0.099,-1758.828119,-1751.80239,-7.02572899999995570397,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
11,36,Sp018,Sp001,0.094,-1758.828606,-1751.80239,-7.02621599999997670238,0.00761997,0.160491,0.0076199700000000314,0.00761997,0.27208765999999995,0.160491
12,0,N13,N1,0.093,-1752.357611,-1751.80239,-0.55522099999984675378,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,1,N13,Sp020,0.094,-1759.671215,-1751.80239,-7.86882500000001527951,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,2,N13,Sp015,0.095,-1759.552109,-1751.80239,-7.74971899999991364894,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,3,N13,N4,0.098,-1750.680565,-1751.80239,1.12182500000017171260,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,4,N13,N5,0.097,-1752.364449,-1751.80239,-0.56205899999986286275,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,5,N13,N6,0.096,-1751.813581,-1751.80239,-0.01119100000005346374,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,6,N13,Sp018,0.093,-1751.813497,-1751.80239,-0.01110700000003816967,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,7,N13,N8,0.106,-1771.964195,-1751.80239,-20.16180499999995845428,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,8,N13,Sp009,0.101,-1771.544597,-1751.80239,-19.74220700000000761065,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,9,N13,N10,0.105,-1758.338475,-1751.80239,-6.53608499999995729013,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,10,N13,N11,0.116,-1758.33822,-1751.80239,-6.53583000000003266905,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,11,N13,N14,0.095,-1787.29672,-1751.80239,-35.49432999999999083229,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,12,N13,N15,0.096,-1787.296721,-1751.80239,-35.49433099999987462070,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,13,N13,N16,0.100,-1760.837076,-1751.80239,-9.03468599999996513361,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,14,N13,N17,0.099,-1760.837118,-1751.80239,-9.03472799999985909380,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,15,N13,N18,0.093,-1765.413926,-1751.80239,-13.61153599999988728086,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,16,N13,Sp013,0.093,-1762.624713,-1751.80239,-10.82232299999986935291,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,17,N13,Sp011,0.097,-1787.296687,-1751.80239,-35.49429699999996046245,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,18,N13,Sp004,0.099,-1787.296692,-1751.80239,-35.49430199999983415182,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,19,N13,N24,0.090,-1787.296685,-1751.80239,-35.49429499999996551196,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,20,N13,Sp005,0.099,-1787.296685,-1751.80239,-35.49429499999996551196,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,21,N13,N26,0.092,-1760.83701,-1751.80239,-9.03461999999990439392,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,22,N13,Sp008,0.091,-1760.83701,-1751.80239,-9.03461999999990439392,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,23,N13,N28,0.089,-1760.837561,-1751.80239,-9.03517099999999118154,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,24,N13,Sp002,0.099,-1760.837497,-1751.80239,-9.03510699999992539233,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,25,N13,Sp019,0.096,-1782.862758,-1751.80239,-31.06036799999992581434,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,26,N13,Sp016,0.098,-1782.862758,-1751.80239,-31.06036799999992581434,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,27,N13,Sp010,0.092,-1787.296648,-1751.80239,-35.49425799999994524114,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,28,N13,Sp003,0.097,-1787.296649,-1751.80239,-35.49425899999982902955,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,29,N13,Sp007,0.092,-1760.836944,-1751.80239,-9.03455399999984365422,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,30,N13,Sp006,0.098,-1760.836936,-1751.80239,-9.03454599999986385228,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,31,N13,N36,0.096,-1760.838005,-1751.80239,-9.03561500000000705768,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
12,32,N13,Sp000,0.092,-1760.837931,-1751.80239,-9.03554099999996651604,1e-08,0.160491,0.27970763,7.5e-07,0.0,0.0
