orig_ds_tbl,longest_branch,edge_length_prune,tbl_pruned_prune,tbl_remaining_prune,longest_pruned_prune,longest_remaining_prune,edge_length_rgft,tbl_pruned_rgft,tbl_remaining_rgft,longest_pruned_rgft,longest_remaining_rgft,topology_dist_between_rgft,tbl_dist_between_rgft,res_tree_edge_length_rgft
0.27970764,0.160491,0.00374005,0.27970764,0,0.00374005,0,0.00148433,0.00148433,0.26271427,0.00148433,0.160491,8,0.01874913,0.00862562
0.27970764,0.160491,0.00374005,0.27970764,0,0.00374005,0,1.00E-08,0.2641986,0,0.043399,0,8,0.01726634,0.00862562
0.27970764,0.160491,0.00374005,0.27970764,0,0.00374005,0,0.00164338,0.00164338,0.2625552,0.00164338,0.160491,8,0.0189093,0.00862562
0.27970764,0.160491,0.00374005,0.27970764,0,0.00374005,0,0.043399,0.043399,0.2207996,0.043399,0.160491,9,0.06066534,0.00862562
0.27970764,0.160491,0.00374005,0.27970764,0,0.00374005,0,1.00E-08,1.00E-08,0.2641986,1.00E-08,0.160491,9,0.01726635,0.00862562
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,0.0101008,0.05043561,0.16244838,0.160491,0.160491,2,0.00863882,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,0.160491,0.160491,0.05239299,0.160491,0.012024,4,0.17923062,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,0.00195738,0.00195738,0.2109266,0.00195738,0.160491,4,0.020697,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,0.00862562,0.01550903,0.19737495,0.160491,0.160491,3,0.01726444,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,0.012024,0.21288323,7.60E-07,0.012024,7.50E-07,2,0.00345807,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,1.50E-07,0.00314336,0.20974062,0.160491,0.160491,4,0.01726459,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,0.00374005,0.00374005,0.20914394,0.00374005,0.160491,4,0.02100449,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,0.00761997,0.00761997,0.20526402,0.00761997,0.160491,3,0.01107804,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,1.00E-08,0.212884,0,7.50E-07,0,3,0.01548207,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,9.00E-08,0.00314291,0.20974109,0.160491,0.160491,5,0.01726468,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,1.00E-08,0.212884,0,1.10E-07,0,5,0.01726466,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,7.50E-07,7.50E-07,0.21288323,7.50E-07,0.160491,4,0.01548282,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,1.00E-08,1.00E-08,0.21288398,1.00E-08,0.160491,4,0.01548208,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,0.00314281,0.00314281,0.20974118,0.00314281,0.160491,6,0.02040749,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,1.00E-08,1.00E-08,0.21288398,1.00E-08,0.160491,6,0.01726469,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,1.00E-08,0.212884,0,1.10E-07,0,6,0.01726476,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,1.00E-08,1.00E-08,0.21288398,1.00E-08,0.160491,6,0.01726467,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,1.10E-07,1.10E-07,0.21288387,1.10E-07,0.160491,7,0.01726487,0.00345792
0.27970764,0.160491,0.00345792,0.06682364,0.212884,0.160491,0.160491,1.00E-08,1.00E-08,0.21288398,1.00E-08,0.160491,7,0.01726477,0.00345792
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.0101008,0.09761437,0.16244838,0.160491,0.160491,3,0.00518105,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.160491,0.160491,0.09957175,0.160491,0.043399,5,0.17577285,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00195738,0.00195738,0.25810537,0.00195738,0.160491,5,0.01723923,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00862562,0.01550903,0.24455371,0.160491,0.160491,4,0.01380667,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00334179,0.24656764,0.01349512,0.043399,0.00844103,3,0.00345807,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.50E-07,0.00314336,0.25691938,0.160491,0.160491,5,0.01380682,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00374005,0.00374005,0.2563227,0.00374005,0.160491,5,0.01754672,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,5.40E-07,0.2150192,0.04504356,0.043399,0.043399,4,0.00345827,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00844103,0.26006275,0,0.00844103,0,4,0.00679986,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,9.00E-08,0.00314291,0.25691983,0.160491,0.160491,6,0.01380691,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,0.26006275,0,1.10E-07,0,6,0.01380689,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,0.26006275,0,0.00148433,0,5,0.00345835,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,0.26006275,0,0.043399,0,5,0.00345881,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,0.26006275,0,1.00E-08,0,5,0.01185393,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00844103,0.00844103,0.25162172,0.00844103,0.160491,5,0.01524089,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00314281,0.00314281,0.25691995,0.00314281,0.160491,7,0.01694972,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,1.00E-08,0.26006275,1.00E-08,0.160491,7,0.01380692,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,0.26006275,0,1.10E-07,0,7,0.01380699,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,1.00E-08,0.26006275,1.00E-08,0.160491,7,0.0138069,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00148433,0.26006275,0,0.00148433,0,6,0.00345843,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,1.00E-08,0.26006275,1.00E-08,0.160491,6,0.00345836,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00164338,0.26006275,0,0.043399,0,6,0.00345955,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,1.00E-08,0.26006275,1.00E-08,0.160491,6,0.00345882,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,1.00E-08,0.26006275,1.00E-08,0.160491,6,0.01185394,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,1.00E-08,0.26006275,1.00E-08,0.160491,6,0.01185394,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.10E-07,1.10E-07,0.26006263,1.10E-07,0.160491,8,0.0138071,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,1.00E-08,0.26006275,1.00E-08,0.160491,8,0.013807,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,1.00E-08,0.26006275,1.00E-08,0.160491,7,0.00345844,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00148433,0.00148433,0.25857842,0.00148433,0.160491,7,0.00494276,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,0.26006275,0,0.043399,0,7,0.00345997,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.00164338,0.00164338,0.25841936,0.00164338,0.160491,7,0.00510293,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,0.043399,0.043399,0.21666375,0.043399,0.160491,8,0.04685897,1.50E-07
0.27970764,0.160491,0.012024,0.27970687,7.60E-07,0.012024,7.50E-07,1.00E-08,1.00E-08,0.26006275,1.00E-08,0.160491,8,0.00345998,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.0101008,0.11411592,0.16244838,0.160491,0.160491,3,0.00862577,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.160491,0.160491,0.1160733,0.160491,0.043399,5,0.17921758,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.00195738,0.00195738,0.2746069,0.00195738,0.160491,5,0.02068395,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.0051809,0.09164942,0.18491489,0.160491,0.160491,4,0.01380667,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.0123657,0.0123657,0.2641986,0.0123657,0.160491,3,0.0037402,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.00345792,0.06682364,0.20974065,0.160491,0.160491,5,0.01726459,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.012024,0.27656353,7.60E-07,0.012024,7.50E-07,5,0.01380682,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,2.00E-07,0.04652881,0.23003548,0.160491,0.160491,6,0.01726479,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.00844103,0.2765643,0,0.00844103,0,6,0.02060638,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.00761997,0.00761997,0.26894432,0.00761997,0.160491,6,0.02142679,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,0.2765643,0,7.50E-07,0,6,0.02583082,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,8.00E-08,0.00148451,0.2750798,0.160491,0.160491,7,0.01726487,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,0.2765643,0,0.043399,0,7,0.01726533,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,0.2765643,0,1.00E-08,0,7,0.02566045,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.00844103,0.00844103,0.26812327,0.00844103,0.160491,7,0.02904741,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,7.50E-07,7.50E-07,0.27656356,7.50E-07,0.160491,7,0.02583157,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,1.00E-08,0.2765643,1.00E-08,0.160491,7,0.02583083,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,8.00E-08,0.00148442,0.27507988,0.160491,0.160491,8,0.01726495,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,1.00E-08,0.2765643,1.00E-08,0.160491,8,0.01726488,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.00164338,0.2765643,0,0.043399,0,8,0.01726607,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,1.00E-08,0.2765643,1.00E-08,0.160491,8,0.01726534,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,1.00E-08,0.2765643,1.00E-08,0.160491,8,0.02566046,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,1.00E-08,0.2765643,1.00E-08,0.160491,8,0.02566046,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,1.00E-08,0.2765643,1.00E-08,0.160491,9,0.01726496,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.00148433,0.00148433,0.27507997,0.00148433,0.160491,9,0.01874928,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,0.2765643,0,0.043399,0,9,0.01726649,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.00164338,0.00164338,0.2749209,0.00164338,0.160491,9,0.01890945,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,0.043399,0.043399,0.2331653,0.043399,0.160491,10,0.06066549,1.50E-07
0.27970764,0.160491,7.00E-08,0.2797074,2.30E-07,0.00314281,1.10E-07,1.00E-08,1.00E-08,0.2765643,1.00E-08,0.160491,10,0.0172665,1.50E-07
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.0101008,0.1135192,0.16244838,0.160491,0.160491,3,0.01236567,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.160491,0.160491,0.11547658,0.160491,0.043399,5,0.18295747,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.00195738,0.00195738,0.2740102,0.00195738,0.160491,5,0.02442385,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.0051809,0.09164942,0.18431816,0.160491,0.160491,4,0.01754657,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,7.00E-08,0.27596736,2.30E-07,0.00314281,1.10E-07,3,0.0037402,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.00345792,0.06682364,0.20914394,0.160491,0.160491,5,0.02100449,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.012024,0.27596682,7.60E-07,0.012024,7.50E-07,5,0.01754672,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,0.27596757,0,0.00314281,0,4,0.00374029,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,0.27596757,0,1.10E-07,0,4,0.00374027,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,2.00E-07,0.04652881,0.22943877,0.160491,0.160491,6,0.02100469,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.00844103,0.27596757,0,0.00844103,0,6,0.02434628,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.00761997,0.00761997,0.26834762,0.00761997,0.160491,6,0.02516669,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,0.27596757,0,7.50E-07,0,6,0.02957072,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.00314281,0.00314281,0.27282476,0.00314281,0.160491,5,0.0068831,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,5,0.0037403,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,0.27596757,0,1.10E-07,0,5,0.00374037,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,5,0.00374028,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,8.00E-08,0.00148451,0.27448308,0.160491,0.160491,7,0.02100477,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,0.27596757,0,0.043399,0,7,0.02100523,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,0.27596757,0,1.00E-08,0,7,0.02940035,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.00844103,0.00844103,0.26752654,0.00844103,0.160491,7,0.03278731,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,7.50E-07,7.50E-07,0.27596682,7.50E-07,0.160491,7,0.02957147,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,7,0.02957073,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.10E-07,1.10E-07,0.27596748,1.10E-07,0.160491,6,0.00374048,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,6,0.00374038,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,8.00E-08,0.00148442,0.27448317,0.160491,0.160491,8,0.02100485,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,8,0.02100478,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.00164338,0.27596757,0,0.043399,0,8,0.02100597,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,8,0.02100524,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,8,0.02940036,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,8,0.02940036,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,9,0.02100486,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.00148433,0.00148433,0.27448326,0.00148433,0.160491,9,0.02248918,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,0.27596757,0,0.043399,0,9,0.02100639,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.00164338,0.00164338,0.2743242,0.00164338,0.160491,9,0.02264935,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,0.043399,0.043399,0.23256858,0.043399,0.160491,10,0.06440539,0.00374005
0.27970764,0.160491,0.00374005,0.00374005,0.27596757,0.00374005,0.160491,1.00E-08,1.00E-08,0.27596757,1.00E-08,0.160491,10,0.0210064,0.00374005
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.0101008,0.07073044,0.16244838,0.160491,0.160491,3,0.00863902,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.160491,0.160491,0.07268782,0.160491,0.012024,5,0.17923082,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.00195738,0.00195738,0.23122144,0.00195738,0.160491,5,0.0206972,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.0051809,0.04512061,0.18805821,0.160491,0.160491,2,0.00345812,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.00374005,0.23317882,0,0.00374005,0,4,0.01726464,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.50E-07,0.01964488,0.21353394,0.160491,0.160491,3,0.00345827,2.00E-07
