orig_ds_tbl,longest_branch,edge_length_prune,tbl_pruned_prune,tbl_remaining_prune,longest_pruned_prune,longest_remaining_prune,edge_length_rgft,tbl_pruned_rgft,tbl_remaining_rgft,longest_pruned_rgft,longest_remaining_rgft,topology_dist_between_rgft,tbl_dist_between_rgft,res_tree_edge_length_rgft
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.00844103,0.23317882,0,0.00844103,0,2,0.00334199,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,7.00E-08,0.23317859,2.30E-07,0.00314281,1.10E-07,5,0.01726479,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.00374005,0.00374005,0.22943877,0.00374005,0.160491,5,0.02100469,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.00761997,0.00761997,0.22555885,0.00761997,0.160491,4,0.01107824,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,0.23317882,0,7.50E-07,0,4,0.01548227,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,0.23317882,0,1.00E-08,0,3,0.00839606,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.00844103,0.00844103,0.2247378,0.00844103,0.160491,3,0.01178302,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,0.23317882,0,0.00314281,0,6,0.01726488,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,0.23317882,0,1.10E-07,0,6,0.01726486,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,7.50E-07,7.50E-07,0.23317806,7.50E-07,0.160491,5,0.01548302,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,1.00E-08,0.23317881,1.00E-08,0.160491,5,0.01548228,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,1.00E-08,0.23317881,1.00E-08,0.160491,4,0.00839607,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,1.00E-08,0.23317881,1.00E-08,0.160491,4,0.00839607,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,0.00314281,0.00314281,0.230036,0.00314281,0.160491,7,0.02040769,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,1.00E-08,0.23317881,1.00E-08,0.160491,7,0.01726489,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,0.23317882,0,1.10E-07,0,7,0.01726496,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,1.00E-08,0.23317881,1.00E-08,0.160491,7,0.01726487,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.10E-07,1.10E-07,0.2331787,1.10E-07,0.160491,8,0.01726507,2.00E-07
0.27970764,0.160491,2.00E-07,0.04652881,0.23317882,0.160491,0.160491,1.00E-08,1.00E-08,0.23317881,1.00E-08,0.160491,8,0.01726497,2.00E-07
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.0101008,0.10042234,0.16244838,0.160491,0.160491,4,0.01198061,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.160491,0.160491,0.10237972,0.160491,0.043399,6,0.18257241,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.00195738,0.00195738,0.26091334,0.00195738,0.160491,6,0.02403879,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.0051809,0.07481251,0.18805821,0.160491,0.160491,3,0.00679971,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.00374005,0.26287073,0,0.00374005,0,5,0.02060623,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.50E-07,0.01964488,0.24322584,0.160491,0.160491,4,0.00679986,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,5.40E-07,0.21782716,0.04504356,0.043399,0.043399,3,0.00334199,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,7.00E-08,0.2628705,2.30E-07,0.00314281,1.10E-07,6,0.02060638,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.00374005,0.00374005,0.25913066,0.00374005,0.160491,6,0.02434628,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.00761997,0.00761997,0.25525075,0.00761997,0.160491,5,0.01441983,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,0.26287073,0,7.50E-07,0,5,0.01882386,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,0.26287073,0,0.00148433,0,4,0.00334207,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,0.26287073,0,0.043399,0,4,0.00334253,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,0.26287073,0,0.00314281,0,7,0.02060647,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,0.26287073,0,1.10E-07,0,7,0.02060645,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,7.50E-07,7.50E-07,0.26286998,7.50E-07,0.160491,6,0.01882461,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,1.00E-08,0.2628707,1.00E-08,0.160491,6,0.01882387,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.00148433,0.26287073,0,0.00148433,0,5,0.00334215,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,1.00E-08,0.2628707,1.00E-08,0.160491,5,0.00334208,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.00164338,0.26287073,0,0.043399,0,5,0.00334327,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,1.00E-08,0.2628707,1.00E-08,0.160491,5,0.00334254,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.00314281,0.00314281,0.2597279,0.00314281,0.160491,8,0.02374928,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,1.00E-08,0.2628707,1.00E-08,0.160491,8,0.02060648,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,0.26287073,0,1.10E-07,0,8,0.02060655,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,1.00E-08,0.2628707,1.00E-08,0.160491,8,0.02060646,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,1.00E-08,0.2628707,1.00E-08,0.160491,6,0.00334216,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.00148433,0.00148433,0.2613864,0.00148433,0.160491,6,0.00482648,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,0.26287073,0,0.043399,0,6,0.00334369,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.00164338,0.00164338,0.26122734,0.00164338,0.160491,6,0.00498665,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.10E-07,1.10E-07,0.2628706,1.10E-07,0.160491,9,0.02060666,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,1.00E-08,0.2628707,1.00E-08,0.160491,9,0.02060656,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,0.043399,0.043399,0.21947172,0.043399,0.160491,7,0.04674269,0.00334179
0.27970764,0.160491,0.00844103,0.27970764,0,0.00844103,0,1.00E-08,1.00E-08,0.2628707,1.00E-08,0.160491,7,0.0033437,0.00334179
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.0101008,0.10963923,0.16244838,0.160491,0.160491,4,0.01280102,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.160491,0.160491,0.11159661,0.160491,0.043399,6,0.18339282,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00195738,0.00195738,0.27013022,0.00195738,0.160491,6,0.0248592,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.0051809,0.0840294,0.18805821,0.160491,0.160491,3,0.00762012,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00374005,0.2720876,0,0.00374005,0,5,0.02142664,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00345792,0.06682364,0.20526397,0.160491,0.160491,4,0.01107804,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,0.2720876,0,7.50E-07,0,3,0.01964397,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,7.00E-08,0.27208737,2.30E-07,0.00314281,1.10E-07,6,0.02142679,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00374005,0.00374005,0.26834756,0.00374005,0.160491,6,0.02516669,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,2.00E-07,0.04652881,0.2255588,0.160491,0.160491,5,0.01107824,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00844103,0.2720876,0,0.00844103,0,5,0.01441983,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,7.50E-07,7.50E-07,0.27208686,7.50E-07,0.160491,4,0.01964472,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,4,0.01964398,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,0.2720876,0,0.00314281,0,7,0.02142688,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,0.2720876,0,1.10E-07,0,7,0.02142686,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,8.00E-08,0.00148451,0.2706031,0.160491,0.160491,6,0.01107832,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,0.2720876,0,0.043399,0,6,0.01107878,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,0.2720876,0,1.00E-08,0,6,0.0194739,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00844103,0.00844103,0.26364657,0.00844103,0.160491,6,0.02286086,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00314281,0.00314281,0.2689448,0.00314281,0.160491,8,0.02456969,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,8,0.02142689,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,0.2720876,0,1.10E-07,0,8,0.02142696,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,8,0.02142687,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,8.00E-08,0.00148442,0.27060318,0.160491,0.160491,7,0.0110784,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,7,0.01107833,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00164338,0.2720876,0,0.043399,0,7,0.01107952,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,7,0.01107879,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,7,0.01947391,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,7,0.01947391,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.10E-07,1.10E-07,0.2720875,1.10E-07,0.160491,9,0.02142707,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,9,0.02142697,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,8,0.01107841,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00148433,0.00148433,0.27060327,0.00148433,0.160491,8,0.01256273,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,0.2720876,0,0.043399,0,8,0.01107994,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.00164338,0.00164338,0.27044424,0.00164338,0.160491,8,0.0127229,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,0.043399,0.043399,0.22868861,0.043399,0.160491,9,0.05447894,0.00761997
0.27970764,0.160491,0.00761997,0.00761997,0.27208766,0.00761997,0.160491,1.00E-08,1.00E-08,0.2720876,1.00E-08,0.160491,9,0.01107995,0.00761997
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.0101008,0.10523449,0.16244838,0.160491,0.160491,4,0.01720505,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.160491,0.160491,0.10719187,0.160491,0.043399,6,0.18779685,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00195738,0.00195738,0.2657255,0.00195738,0.160491,6,0.02926323,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.0051809,0.07962466,0.18805821,0.160491,0.160491,3,0.01202415,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00374005,0.26768288,0,0.00374005,0,5,0.02583067,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00345792,0.06682364,0.20085923,0.160491,0.160491,4,0.01548207,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00762012,0.00762012,0.26006275,0.00762012,0.160491,3,0.01964397,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,7.00E-08,0.26768264,2.30E-07,0.00314281,1.10E-07,6,0.02583082,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00374005,0.00374005,0.2639428,0.00374005,0.160491,6,0.02957072,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,2.00E-07,0.04652881,0.22115406,0.160491,0.160491,5,0.01548227,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00844103,0.26768288,0,0.00844103,0,5,0.01882386,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,0.26768288,0,0.00314281,0,7,0.02583091,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,0.26768288,0,1.10E-07,0,7,0.02583089,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,8.00E-08,0.00148451,0.26619837,0.160491,0.160491,6,0.01548235,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,0.26768288,0,0.043399,0,6,0.01548281,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,0.26768288,0,1.00E-08,0,6,0.02387793,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00844103,0.00844103,0.25924185,0.00844103,0.160491,6,0.02726489,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00314281,0.00314281,0.26454005,0.00314281,0.160491,8,0.02897372,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,1.00E-08,0.26768285,1.00E-08,0.160491,8,0.02583092,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,0.26768288,0,1.10E-07,0,8,0.02583099,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,1.00E-08,0.26768285,1.00E-08,0.160491,8,0.0258309,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,8.00E-08,0.00148442,0.26619846,0.160491,0.160491,7,0.01548243,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,1.00E-08,0.26768285,1.00E-08,0.160491,7,0.01548236,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00164338,0.26768288,0,0.043399,0,7,0.01548355,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,1.00E-08,0.26768285,1.00E-08,0.160491,7,0.01548282,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,1.00E-08,0.26768285,1.00E-08,0.160491,7,0.02387794,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,1.00E-08,0.26768285,1.00E-08,0.160491,7,0.02387794,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.10E-07,1.10E-07,0.26768276,1.10E-07,0.160491,9,0.0258311,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,1.00E-08,0.26768285,1.00E-08,0.160491,9,0.025831,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,1.00E-08,0.26768285,1.00E-08,0.160491,8,0.01548244,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00148433,0.00148433,0.26619855,0.00148433,0.160491,8,0.01696676,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,0.26768288,0,0.043399,0,8,0.01548397,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.00164338,0.00164338,0.2660395,0.00164338,0.160491,8,0.01712693,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,0.043399,0.043399,0.22428387,0.043399,0.160491,9,0.05888297,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,7.50E-07,0,1.00E-08,1.00E-08,0.26768285,1.00E-08,0.160491,9,0.01548398,0.012024
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.0101008,0.11411634,0.16244838,0.160491,0.160491,4,0.00862586,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.160491,0.160491,0.11607372,0.160491,0.043399,6,0.17921767,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.00195738,0.00195738,0.27460733,0.00195738,0.160491,6,0.02068404,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.0051809,0.09164942,0.1849153,0.160491,0.160491,5,0.01380676,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,2.20E-07,0.27656448,2.30E-07,0.00374005,1.10E-07,3,2.40E-07,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.00345792,0.06682364,0.20974109,0.160491,0.160491,6,0.01726468,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.012024,0.27656397,7.60E-07,0.012024,7.50E-07,6,0.01380691,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.00374005,0.00374005,0.27282467,0.00374005,0.160491,4,0.00374029,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,0.27656472,0,1.10E-07,0,3,1.60E-07,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,2.00E-07,0.04652881,0.23003592,0.160491,0.160491,7,0.01726488,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.00844103,0.27656472,0,0.00844103,0,7,0.02060647,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.00761997,0.00761997,0.26894474,0.00761997,0.160491,7,0.02142688,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,0.27656472,0,7.50E-07,0,7,0.02583091,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,0.27656472,0,1.10E-07,0,4,2.60E-07,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,1.00E-08,0.27656472,1.00E-08,0.160491,4,1.70E-07,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,8.00E-08,0.00148451,0.2750802,0.160491,0.160491,8,0.01726496,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,0.27656472,0,0.043399,0,8,0.01726542,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,0.27656472,0,1.00E-08,0,8,0.02566054,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.00844103,0.00844103,0.2681237,0.00844103,0.160491,8,0.0290475,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,7.50E-07,7.50E-07,0.27656397,7.50E-07,0.160491,8,0.02583166,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,1.00E-08,0.27656472,1.00E-08,0.160491,8,0.02583092,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.10E-07,1.10E-07,0.2765646,1.10E-07,0.160491,5,3.70E-07,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,1.00E-08,0.27656472,1.00E-08,0.160491,5,2.70E-07,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,8.00E-08,0.00148442,0.2750803,0.160491,0.160491,9,0.01726504,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,1.00E-08,0.27656472,1.00E-08,0.160491,9,0.01726497,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.00164338,0.27656472,0,0.043399,0,9,0.01726616,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,1.00E-08,0.27656472,1.00E-08,0.160491,9,0.01726543,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,1.00E-08,0.27656472,1.00E-08,0.160491,9,0.02566055,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,1.00E-08,0.27656472,1.00E-08,0.160491,9,0.02566055,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,1.00E-08,0.27656472,1.00E-08,0.160491,10,0.01726505,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.00148433,0.00148433,0.27508038,0.00148433,0.160491,10,0.01874937,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,0.27656472,0,0.043399,0,10,0.01726658,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.00164338,0.00164338,0.27492133,0.00164338,0.160491,10,0.01890954,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,0.043399,0.043399,0.23316573,0.043399,0.160491,11,0.06066558,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,0.00314281,0,1.00E-08,1.00E-08,0.27656472,1.00E-08,0.160491,11,0.01726659,9.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.0101008,0.11725895,0.16244838,0.160491,0.160491,4,0.00862584,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.160491,0.160491,0.11921633,0.160491,0.043399,6,0.17921764,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.00195738,0.00195738,0.27774996,0.00195738,0.160491,6,0.02068402,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.0051809,0.09164942,0.18805791,0.160491,0.160491,5,0.01380674,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,2.40E-07,0.2765645,0.00314282,0.00374005,0.00314281,3,2.20E-07,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.00345792,0.06682364,0.2128837,0.160491,0.160491,6,0.01726466,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.012024,0.27970657,7.60E-07,0.012024,7.50E-07,6,0.01380689,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.00374005,0.00374005,0.27596727,0.00374005,0.160491,4,0.00374027,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,1.00E-08,0.27970734,0,0.00314281,0,3,1.60E-07,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,2.00E-07,0.04652881,0.23317853,0.160491,0.160491,7,0.01726486,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.00844103,0.27970734,0,0.00844103,0,7,0.02060645,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.00761997,0.00761997,0.27208737,0.00761997,0.160491,7,0.02142686,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,1.00E-08,0.27970734,0,7.50E-07,0,7,0.02583089,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,0.00314281,0.00314281,0.2765645,0.00314281,0.160491,4,0.00314297,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,1.00E-08,1.00E-08,0.2797073,1.00E-08,0.160491,4,1.70E-07,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,8.00E-08,0.00148451,0.27822283,0.160491,0.160491,8,0.01726494,7.00E-08
0.27970764,0.160491,1.00E-08,0.27970764,0,1.10E-07,0,1.00E-08,0.27970734,0,0.043399,0,8,0.0172654,7.00E-08
