,prune_name,rgft_name,time,ll,orig_ds_ll
"6,3",N7,Sp000,0.101,-4163.958798,-4099.53403
"6,4",N7,N6,0.098,-4099.537895,-4099.53403
"6,5",N7,N8,0.098,-4106.634908,-4099.53403
"6,6",N7,N9,0.097,-4106.634830,-4099.53403
"6,7",N7,N12,0.094,-4129.541271,-4099.53403
"6,8",N7,Sp013,0.093,-4130.149809,-4099.53403
"6,9",N7,Sp018,0.094,-4115.410151,-4099.53403
"6,10",N7,N15,0.090,-4115.416289,-4099.53403
"6,11",N7,N20,0.093,-4131.505433,-4099.53403
"6,12",N7,Sp015,0.096,-4133.805296,-4099.53403
"6,13",N7,N22,0.097,-4123.964023,-4099.53403
"6,14",N7,Sp008,0.096,-4122.466357,-4099.53403
"6,15",N7,N26,0.097,-4132.122325,-4099.53403
"6,16",N7,N27,0.096,-4132.122181,-4099.53403
"6,17",N7,N28,0.101,-4130.381519,-4099.53403
"6,18",N7,Sp002,0.098,-4130.381765,-4099.53403
"6,19",N7,Sp009,0.100,-4147.873623,-4099.53403
"6,20",N7,Sp005,0.098,-4147.873623,-4099.53403
"6,21",N7,Sp014,0.096,-4132.122279,-4099.53403
"6,22",N7,Sp011,0.098,-4132.121910,-4099.53403
"6,23",N7,Sp017,0.095,-4137.702930,-4099.53403
"6,24",N7,Sp006,0.097,-4134.109149,-4099.53403
"7,0",N8,N1,0.101,-4179.966065,-4099.53403
"7,1",N8,Sp019,0.104,-4343.042287,-4099.53403
"7,2",N8,Sp001,0.095,-4343.125024,-4099.53403
"7,3",N8,N4,0.098,-4106.636518,-4099.53403
"7,4",N8,Sp000,0.101,-4180.022196,-4099.53403
"7,5",N8,N7,0.091,-4106.635067,-4099.53403
"7,6",N8,N9,0.094,-4099.537891,-4099.53403
"7,7",N8,N10,0.096,-4170.735468,-4099.53403
"7,8",N8,N11,0.102,-4170.735982,-4099.53403
"7,9",N8,Sp018,0.094,-4106.680772,-4099.53403
"7,10",N8,N15,0.100,-4106.679868,-4099.53403
"7,11",N8,N16,0.093,-4216.143909,-4099.53403
"7,12",N8,Sp004,0.096,-4216.145208,-4099.53403
"7,13",N8,Sp010,0.098,-4277.061216,-4099.53403
"7,14",N8,Sp003,0.097,-4277.060995,-4099.53403
"7,15",N8,N22,0.096,-4116.454090,-4099.53403
"7,16",N8,Sp008,0.101,-4116.293149,-4099.53403
"7,17",N8,N24,0.097,-4300.685335,-4099.53403
"7,18",N8,Sp007,0.099,-4300.684961,-4099.53403
"7,19",N8,N28,0.094,-4123.396162,-4099.53403
"7,20",N8,Sp002,0.094,-4123.396166,-4099.53403
"7,21",N8,Sp016,0.097,-4321.577539,-4099.53403
"7,22",N8,Sp012,0.099,-4321.577345,-4099.53403
"7,23",N8,Sp017,0.095,-4135.759630,-4099.53403
"7,24",N8,Sp006,0.093,-4135.759616,-4099.53403
"8,0",N9,N1,0.100,-4180.021678,-4099.53403
"8,1",N9,Sp019,0.100,-4343.927571,-4099.53403
"8,2",N9,Sp001,0.098,-4343.928056,-4099.53403
"8,3",N9,N4,0.097,-4106.634909,-4099.53403
"8,4",N9,Sp000,0.094,-4180.020327,-4099.53403
"8,5",N9,N7,0.094,-4106.634967,-4099.53403
"8,6",N9,N8,0.093,-4099.538630,-4099.53403
"8,7",N9,N10,0.100,-4170.736139,-4099.53403
"8,8",N9,N11,0.099,-4170.735707,-4099.53403
"8,9",N9,N12,0.093,-4122.873635,-4099.53403
"8,10",N9,Sp013,0.094,-4123.354767,-4099.53403
"8,11",N9,N16,0.094,-4216.990534,-4099.53403
"8,12",N9,Sp004,0.094,-4216.990346,-4099.53403
"8,13",N9,Sp010,0.093,-4277.382770,-4099.53403
"8,14",N9,Sp003,0.093,-4276.231313,-4099.53403
"8,15",N9,N20,0.096,-4132.113002,-4099.53403
"8,16",N9,Sp015,0.093,-4132.803671,-4099.53403
"8,17",N9,N24,0.097,-4314.505356,-4099.53403
"8,18",N9,Sp007,0.100,-4314.502476,-4099.53403
"8,19",N9,N26,0.095,-4139.712172,-4099.53403
"8,20",N9,N27,0.093,-4139.711893,-4099.53403
"8,21",N9,Sp016,0.094,-4332.721966,-4099.53403
"8,22",N9,Sp012,0.097,-4332.725080,-4099.53403
"8,23",N9,Sp009,0.095,-4161.553691,-4099.53403
"8,24",N9,Sp005,0.093,-4161.553691,-4099.53403
"8,25",N9,Sp014,0.096,-4139.711979,-4099.53403
"8,26",N9,Sp011,0.094,-4139.711961,-4099.53403
"9,0",N10,N1,0.095,-4176.482243,-4099.53403
"9,1",N10,Sp019,0.103,-4328.313051,-4099.53403
"9,2",N10,Sp001,0.102,-4328.312940,-4099.53403
"9,3",N10,N4,0.097,-4107.340738,-4099.53403
"9,4",N10,Sp000,0.091,-4176.482567,-4099.53403
"9,5",N10,N6,0.091,-4108.727379,-4099.53403
"9,6",N10,N11,0.095,-4099.540759,-4099.53403
"9,7",N10,N8,0.094,-4167.457078,-4099.53403
"9,8",N10,N9,0.093,-4167.464035,-4099.53403
"9,9",N10,Sp010,0.090,-4141.039937,-4099.53403
"9,10",N10,Sp003,0.096,-4142.093995,-4099.53403
"9,11",N10,N12,0.091,-4185.882250,-4099.53403
"9,12",N10,Sp013,0.095,-4186.173051,-4099.53403
"9,13",N10,Sp018,0.097,-4179.226935,-4099.53403
"9,14",N10,N15,0.094,-4179.227110,-4099.53403
"9,15",N10,N20,0.096,-4189.552882,-4099.53403
"9,16",N10,Sp015,0.095,-4190.945473,-4099.53403
"9,17",N10,N22,0.095,-4187.638411,-4099.53403
"9,18",N10,Sp008,0.109,-4187.008792,-4099.53403
"9,19",N10,N26,0.094,-4191.444825,-4099.53403
"9,20",N10,N27,0.095,-4191.443397,-4099.53403
"9,21",N10,N28,0.094,-4194.735883,-4099.53403
"9,22",N10,Sp002,0.098,-4194.736140,-4099.53403
"9,23",N10,Sp009,0.092,-4202.296869,-4099.53403
"9,24",N10,Sp005,0.095,-4202.296869,-4099.53403
"9,25",N10,Sp014,0.102,-4191.500567,-4099.53403
"9,26",N10,Sp011,0.093,-4191.500193,-4099.53403
"9,27",N10,Sp017,0.096,-4201.668948,-4099.53403
"9,28",N10,Sp006,0.096,-4198.793949,-4099.53403
"10,0",N11,N1,0.094,-4178.187958,-4099.53403
"10,1",N11,Sp019,0.103,-4331.702455,-4099.53403
"10,2",N11,Sp001,0.104,-4331.702430,-4099.53403
"10,3",N11,N4,0.116,-4108.726104,-4099.53403
"10,4",N11,Sp000,0.097,-4178.186945,-4099.53403
"10,5",N11,N6,0.095,-4107.340991,-4099.53403
"10,6",N11,N10,0.091,-4099.538828,-4099.53403
"10,7",N11,N8,0.094,-4163.665648,-4099.53403
"10,8",N11,N9,0.094,-4163.665199,-4099.53403
"10,9",N11,N16,0.097,-4113.314156,-4099.53403
"10,10",N11,Sp004,0.092,-4110.437494,-4099.53403
"10,11",N11,N12,0.093,-4191.434386,-4099.53403
"10,12",N11,Sp013,0.092,-4190.615889,-4099.53403
"10,13",N11,Sp018,0.096,-4172.811689,-4099.53403
"10,14",N11,N15,0.093,-4172.811443,-4099.53403
"10,15",N11,N24,0.097,-4178.015277,-4099.53403
"10,16",N11,Sp007,0.094,-4178.015485,-4099.53403
"10,17",N11,N20,0.096,-4191.416082,-4099.53403
"10,18",N11,Sp015,0.093,-4193.966491,-4099.53403
"10,19",N11,N22,0.095,-4177.621335,-4099.53403
"10,20",N11,Sp008,0.092,-4176.954449,-4099.53403
"10,21",N11,Sp016,0.094,-4193.871935,-4099.53403
"10,22",N11,Sp012,0.092,-4193.871760,-4099.53403
"10,23",N11,N26,0.097,-4191.972221,-4099.53403
"10,24",N11,N27,0.092,-4191.972032,-4099.53403
"10,25",N11,N28,0.097,-4183.196509,-4099.53403
"10,26",N11,Sp002,0.094,-4183.196770,-4099.53403
"10,27",N11,Sp009,0.094,-4207.261954,-4099.53403
"10,28",N11,Sp005,0.094,-4207.261955,-4099.53403
"10,29",N11,Sp014,0.095,-4191.972068,-4099.53403
"10,30",N11,Sp011,0.093,-4191.971692,-4099.53403
"10,31",N11,Sp017,0.095,-4189.740741,-4099.53403
"10,32",N11,Sp006,0.094,-4187.047068,-4099.53403
"11,0",N12,N1,0.098,-4211.399999,-4099.53403
"11,1",N12,Sp019,0.097,-4377.728084,-4099.53403
"11,2",N12,Sp001,0.099,-4377.732065,-4099.53403
"11,3",N12,N4,0.097,-4134.507091,-4099.53403
"11,4",N12,Sp000,0.100,-4211.402463,-4099.53403
"11,5",N12,N6,0.095,-4123.354504,-4099.53403
"11,6",N12,N7,0.099,-4133.602489,-4099.53403
"11,7",N12,N9,0.094,-4122.873469,-4099.53403
"11,8",N12,Sp013,0.091,-4099.537880,-4099.53403
"11,9",N12,N10,0.096,-4205.594373,-4099.53403
"11,10",N12,N11,0.099,-4205.594378,-4099.53403
"11,11",N12,Sp018,0.092,-4157.062655,-4099.53403
"11,12",N12,N15,0.095,-4157.062511,-4099.53403
"11,13",N12,N16,0.097,-4257.761133,-4099.53403
"11,14",N12,Sp004,0.094,-4257.761359,-4099.53403
"11,15",N12,Sp010,0.094,-4324.242899,-4099.53403
"11,16",N12,Sp003,0.093,-4324.242600,-4099.53403
"11,17",N12,N22,0.097,-4168.523083,-4099.53403
"11,18",N12,Sp008,0.092,-4168.522987,-4099.53403
"11,19",N12,N24,0.094,-4350.619424,-4099.53403
"11,20",N12,Sp007,0.097,-4350.616652,-4099.53403
"11,21",N12,N28,0.096,-4177.909857,-4099.53403
"11,22",N12,Sp002,0.095,-4177.909872,-4099.53403
"11,23",N12,Sp016,0.096,-4371.639673,-4099.53403
"11,24",N12,Sp012,0.094,-4371.639561,-4099.53403
"11,25",N12,Sp017,0.095,-4189.941716,-4099.53403
"11,26",N12,Sp006,0.095,-4189.941697,-4099.53403
"12,0",Sp013,N1,0.094,-4210.360466,-4099.53403
"12,1",Sp013,Sp019,0.098,-4377.277235,-4099.53403
"12,2",Sp013,Sp001,0.099,-4377.284259,-4099.53403
"12,3",Sp013,N4,0.097,-4133.427839,-4099.53403
"12,4",Sp013,Sp000,0.096,-4210.361220,-4099.53403
"12,5",Sp013,N6,0.094,-4122.872088,-4099.53403
"12,6",Sp013,N7,0.097,-4133.545953,-4099.53403
"12,7",Sp013,N9,0.093,-4123.357747,-4099.53403
"12,8",Sp013,N12,0.093,-4099.537907,-4099.53403
"12,9",Sp013,N10,0.098,-4206.125387,-4099.53403
"12,10",Sp013,N11,0.096,-4206.010889,-4099.53403
"12,11",Sp013,Sp018,0.094,-4157.191312,-4099.53403
"12,12",Sp013,N15,0.093,-4157.596826,-4099.53403
"12,13",Sp013,N20,0.092,-4106.690876,-4099.53403
"12,14",Sp013,Sp015,0.095,-4106.520044,-4099.53403
"12,15",Sp013,N16,0.097,-4257.871781,-4099.53403
"12,16",Sp013,Sp004,0.093,-4257.871084,-4099.53403
"12,17",Sp013,Sp010,0.094,-4317.112974,-4099.53403
"12,18",Sp013,Sp003,0.100,-4317.112708,-4099.53403
"12,19",Sp013,N22,0.097,-4168.571853,-4099.53403
"12,20",Sp013,Sp008,0.097,-4168.571856,-4099.53403
"12,21",Sp013,N26,0.094,-4116.418865,-4099.53403
"12,22",Sp013,N27,0.098,-4116.419019,-4099.53403
"12,23",Sp013,N24,0.096,-4340.289871,-4099.53403
"12,24",Sp013,Sp007,0.095,-4340.289291,-4099.53403
"12,25",Sp013,N28,0.096,-4176.998242,-4099.53403
"12,26",Sp013,Sp002,0.098,-4176.998262,-4099.53403
"12,27",Sp013,Sp009,0.095,-4136.551700,-4099.53403
"12,28",Sp013,Sp005,0.099,-4136.551702,-4099.53403
"12,29",Sp013,Sp014,0.094,-4116.419306,-4099.53403
"12,30",Sp013,Sp011,0.092,-4116.419292,-4099.53403
"12,31",Sp013,Sp016,0.094,-4360.320346,-4099.53403
"12,32",Sp013,Sp012,0.092,-4360.320271,-4099.53403
"12,33",Sp013,Sp017,0.095,-4188.235583,-4099.53403
"12,34",Sp013,Sp006,0.098,-4188.235558,-4099.53403
"13,0",Sp018,N1,0.099,-4188.868578,-4099.53403
"13,1",Sp018,Sp019,0.098,-4353.208887,-4099.53403
"13,2",Sp018,Sp001,0.097,-4353.208891,-4099.53403
"13,3",Sp018,N4,0.100,-4114.695454,-4099.53403
"13,4",Sp018,Sp000,0.099,-4188.684632,-4099.53403
"13,5",Sp018,N6,0.093,-4106.681157,-4099.53403
"13,6",Sp018,N7,0.096,-4115.938577,-4099.53403
"13,7",Sp018,N8,0.091,-4106.679605,-4099.53403
"13,8",Sp018,N15,0.093,-4099.537893,-4099.53403
"13,9",Sp018,N10,0.091,-4185.782423,-4099.53403
"13,10",Sp018,N11,0.097,-4185.783601,-4099.53403
"13,11",Sp018,N12,0.097,-4159.600720,-4099.53403
"13,12",Sp018,Sp013,0.099,-4159.235148,-4099.53403
"13,13",Sp018,N22,0.093,-4101.518439,-4099.53403
"13,14",Sp018,Sp008,0.093,-4105.657819,-4099.53403
"13,15",Sp018,N16,0.100,-4253.648064,-4099.53403
"13,16",Sp018,Sp004,0.098,-4253.648333,-4099.53403
"13,17",Sp018,Sp010,0.095,-4321.506761,-4099.53403
"13,18",Sp018,Sp003,0.093,-4321.356858,-4099.53403
"13,19",Sp018,N20,0.096,-4185.106337,-4099.53403
"13,20",Sp018,Sp015,0.094,-4185.106536,-4099.53403
"13,21",Sp018,N28,0.092,-4104.340568,-4099.53403
"13,22",Sp018,Sp002,0.095,-4104.340574,-4099.53403
"13,23",Sp018,N24,0.095,-4354.746887,-4099.53403
"13,24",Sp018,Sp007,0.095,-4354.747051,-4099.53403
"13,25",Sp018,N26,0.093,-4194.322059,-4099.53403
"13,26",Sp018,N27,0.098,-4194.321892,-4099.53403
"13,27",Sp018,Sp017,0.091,-4118.525224,-4099.53403
"13,28",Sp018,Sp006,0.093,-4118.525216,-4099.53403
"13,29",Sp018,Sp016,0.092,-4372.199809,-4099.53403
"13,30",Sp018,Sp012,0.093,-4372.200244,-4099.53403
"13,31",Sp018,Sp009,0.093,-4214.541416,-4099.53403
"13,32",Sp018,Sp005,0.094,-4214.541415,-4099.53403
"13,33",Sp018,Sp014,0.094,-4194.321970,-4099.53403
"13,34",Sp018,Sp011,0.094,-4194.321945,-4099.53403
"14,0",N15,N1,0.096,-4185.601530,-4099.53403
"14,1",N15,Sp019,0.098,-4350.107304,-4099.53403
"14,2",N15,Sp001,0.097,-4350.107063,-4099.53403
"14,3",N15,N4,0.095,-4112.206943,-4099.53403
"14,4",N15,Sp000,0.097,-4185.601526,-4099.53403
"14,5",N15,N6,0.095,-4106.681046,-4099.53403
"14,6",N15,N7,0.095,-4115.938687,-4099.53403
"14,7",N15,N8,0.094,-4106.679501,-4099.53403
"14,8",N15,Sp018,0.093,-4099.537907,-4099.53403
"14,9",N15,N10,0.094,-4185.782156,-4099.53403
"14,10",N15,N11,0.095,-4185.782466,-4099.53403
"14,11",N15,N12,0.094,-4159.600942,-4099.53403
"14,12",N15,Sp013,0.094,-4159.601087,-4099.53403
"14,13",N15,N16,0.101,-4252.541914,-4099.53403
"14,14",N15,Sp004,0.101,-4252.541895,-4099.53403
"14,15",N15,Sp010,0.094,-4334.118386,-4099.53403
"14,16",N15,Sp003,0.094,-4332.076653,-4099.53403
"14,17",N15,N20,0.096,-4189.897963,-4099.53403
"14,18",N15,Sp015,0.091,-4189.898159,-4099.53403
"14,19",N15,N24,0.097,-4373.064702,-4099.53403
"14,20",N15,Sp007,0.098,-4373.067355,-4099.53403
"14,21",N15,N26,0.104,-4199.855075,-4099.53403
"14,22",N15,N27,0.092,-4199.854891,-4099.53403
"14,23",N15,Sp016,0.096,-4391.347037,-4099.53403
"14,24",N15,Sp012,0.096,-4391.347872,-4099.53403
"14,25",N15,Sp009,0.094,-4221.576061,-4099.53403
"14,26",N15,Sp005,0.095,-4221.576061,-4099.53403
"14,27",N15,Sp014,0.098,-4199.854988,-4099.53403
"14,28",N15,Sp011,0.094,-4199.854970,-4099.53403
"15,0",N16,N1,0.093,-4186.688676,-4099.53403
"15,1",N16,Sp019,0.108,-4337.424417,-4099.53403
"15,2",N16,Sp001,0.107,-4337.424301,-4099.53403
"15,3",N16,N4,0.098,-4119.141332,-4099.53403
"15,4",N16,Sp000,0.094,-4186.687806,-4099.53403
"15,5",N16,N6,0.093,-4119.457694,-4099.53403
"15,6",N16,N7,0.096,-4110.436349,-4099.53403
"15,7",N16,N8,0.094,-4186.071427,-4099.53403
"15,8",N16,N9,0.095,-4186.226102,-4099.53403
"15,9",N16,N11,0.096,-4113.314908,-4099.53403
"15,10",N16,Sp004,0.092,-4099.538865,-4099.53403
"15,11",N16,N12,0.094,-4202.721186,-4099.53403
"15,12",N16,Sp013,0.093,-4202.357445,-4099.53403
"15,13",N16,Sp018,0.095,-4198.273850,-4099.53403
"15,14",N16,N15,0.096,-4198.276211,-4099.53403
"15,15",N16,Sp010,0.095,-4167.746588,-4099.53403
"15,16",N16,Sp003,0.090,-4167.746924,-4099.53403
"15,17",N16,N20,0.096,-4204.873907,-4099.53403
"15,18",N16,Sp015,0.101,-4207.118420,-4099.53403
"15,19",N16,N22,0.095,-4205.686668,-4099.53403
"15,20",N16,Sp008,0.093,-4205.147728,-4099.53403
"15,21",N16,N26,0.094,-4206.191337,-4099.53403
"15,22",N16,N27,0.100,-4206.191311,-4099.53403
"15,23",N16,N28,0.091,-4211.116038,-4099.53403
"15,24",N16,Sp002,0.095,-4211.116304,-4099.53403
"15,25",N16,Sp009,0.091,-4218.446778,-4099.53403
"15,26",N16,Sp005,0.095,-4218.446778,-4099.53403
"15,27",N16,Sp014,0.093,-4206.223157,-4099.53403
"15,28",N16,Sp011,0.094,-4206.222781,-4099.53403
"15,29",N16,Sp017,0.090,-4217.191316,-4099.53403
"15,30",N16,Sp006,0.100,-4214.752173,-4099.53403
"16,0",Sp004,N1,0.093,-4193.123137,-4099.53403
"16,1",Sp004,Sp019,0.097,-4342.225754,-4099.53403
"16,2",Sp004,Sp001,0.095,-4342.224505,-4099.53403
"16,3",Sp004,N4,0.094,-4123.348975,-4099.53403
"16,4",Sp004,Sp000,0.093,-4193.122223,-4099.53403
"16,5",Sp004,N6,0.094,-4123.349254,-4099.53403
"16,6",Sp004,N7,0.094,-4113.313840,-4099.53403
"16,7",Sp004,N8,0.093,-4184.131752,-4099.53403
"16,8",Sp004,N9,0.092,-4184.249789,-4099.53403
"16,9",Sp004,N11,0.096,-4110.436366,-4099.53403
"16,10",Sp004,N16,0.094,-4099.538215,-4099.53403
"16,11",Sp004,N12,0.094,-4201.455013,-4099.53403
"16,12",Sp004,Sp013,0.096,-4201.215593,-4099.53403
"16,13",Sp004,Sp018,0.091,-4194.517138,-4099.53403
"16,14",Sp004,N15,0.092,-4194.517292,-4099.53403
"16,15",Sp004,Sp010,0.101,-4159.513392,-4099.53403
"16,16",Sp004,Sp003,0.096,-4159.513468,-4099.53403
"16,17",Sp004,N24,0.095,-4144.516180,-4099.53403
"16,18",Sp004,Sp007,0.095,-4144.515835,-4099.53403
"16,19",Sp004,N20,0.096,-4204.434502,-4099.53403
"16,20",Sp004,Sp015,0.095,-4205.162183,-4099.53403
"16,21",Sp004,N22,0.092,-4201.207494,-4099.53403
"16,22",Sp004,Sp008,0.094,-4200.784982,-4099.53403
"16,23",Sp004,Sp016,0.095,-4163.486382,-4099.53403
"16,24",Sp004,Sp012,0.095,-4163.680800,-4099.53403
"16,25",Sp004,N26,0.100,-4205.548251,-4099.53403
"16,26",Sp004,N27,0.093,-4206.468521,-4099.53403
"16,27",Sp004,N28,0.094,-4206.137486,-4099.53403
"16,28",Sp004,Sp002,0.093,-4206.137755,-4099.53403
