,prune_name,rgft_name,newick
"10,5",N11,N6,"((((((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,(((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0137023)N7:0.0137023)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,6",N11,N10,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0281058)N7:0.0281058)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,7",N11,N8,"(((((Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.00992578)N7:0.00992578)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,8",N11,N9,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00454369)N7:0.00454369)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,9",N11,N16,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(Sp004:0.0780885,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0252311)N7:0.0252311)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,10",N11,Sp004,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp004:0.0390442)N7:0.0390442)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,11",N11,N12,"(((((Sp013:0.0169849,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,(((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00343591)N7:0.00343591)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,12",N11,Sp013,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp013:0.00849245)N7:0.00849245)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,13",N11,Sp018,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,((((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp018:0.00660126)N7:0.00660126)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,14",N11,N15,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00209504)N7:0.00209504)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,15",N11,N24,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,((Sp007:0.0276984,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,(Sp016:0.0094033,Sp012:0.0017405)N24:0.00544429)N7:0.00544429)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,16",N11,Sp007,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp007:0.0138492)N7:0.0138492)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,17",N11,N20,"((((((Sp015:0.00389131,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00291199)N7:0.00291199)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,18",N11,Sp015,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp015:0.00194565)N7:0.00194565)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,19",N11,N22,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(Sp008:0.0103265,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00113988)N7:0.00113988)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,20",N11,Sp008,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp008:0.00516323)N7:0.00516323)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,21",N11,Sp016,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp012:0.0017405,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp016:0.00470165)N7:0.00470165)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,22",N11,Sp012,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp012:0.00087025)N7:0.00087025)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,23",N11,N26,"((((((((Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,(Sp009:1e-08,Sp005:7e-08)N26:0.00415691)N7:0.00415691)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,24",N11,N27,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,(Sp014:1e-08,Sp011:0.00281498)N27:1.15e-07)N7:1.15e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,25",N11,N28,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,((Sp002:1e-08,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,(Sp017:8e-08,Sp006:0.00138926)N28:0.00209005)N7:0.00209005)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,26",N11,Sp002,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp002:5e-09)N7:5e-09)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,27",N11,Sp009,"((((((((Sp005:7e-08,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp009:5e-09)N7:5e-09)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,28",N11,Sp005,"((((((((Sp009:1e-08,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp005:3.5e-08)N7:3.5e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,29",N11,Sp014,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp011:0.00281498,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp014:5e-09)N7:5e-09)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,30",N11,Sp011,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp011:0.00140749)N7:0.00140749)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,31",N11,Sp017,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp006:0.00138926,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp017:4e-08)N7:4e-08)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"10,32",N11,Sp006,"((((((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp013:0.0169849)N8:0.0198516,(Sp018:0.0132025,(((Sp017:8e-08,((Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345,Sp006:0.00069463)N7:0.00069463)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738)N6:0.0274047,(((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0562115)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"11,0",N12,subtree1,"(((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131);"
"11,1",N12,subtree2,"(((((Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738,Sp013:0.0368365)N6:0.0274047,((((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0233602,(Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345)N7:0.0328514)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"11,0",N12,N1,"(Sp019:0.0584151,Sp001:0.0932853,((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,((((Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738,Sp013:0.0368365)N6:0.0274047,((((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0233602,(Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345)N7:0.0328514)N4:0.225841,Sp000:0.212371)N1:0.0298637)N8:0.0298637);"
"11,1",N12,Sp019,"(((((Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738,Sp013:0.0368365)N6:0.0274047,((((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0233602,(Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345)N7:0.0328514)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp001:0.0932853,((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp019:0.0292076)N8:0.0292076);"
"11,2",N12,Sp001,"(((((Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738,Sp013:0.0368365)N6:0.0274047,((((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0233602,(Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345)N7:0.0328514)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp001:0.0466427)N8:0.0466427);"
"11,3",N12,N4,"((Sp000:0.212371,((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,(((Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738,Sp013:0.0368365)N6:0.0274047,((((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0233602,(Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345)N7:0.0328514)N4:0.11292)N8:0.11292)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"11,4",N12,Sp000,"(((((Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738,Sp013:0.0368365)N6:0.0274047,((((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0233602,(Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345)N7:0.0328514)N4:0.225841,((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,Sp000:0.106186)N8:0.106186)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
"11,5",N12,N6,"(((((((Sp016:0.0094033,Sp012:0.0017405)N24:0.0108886,Sp007:0.0276984)N16:0.0504622,Sp004:0.0780885)N10:0.0233602,(Sp010:0.00594678,Sp003:0.0073118)N11:0.0444345)N7:0.0328514,((((Sp009:1e-08,Sp005:7e-08)N26:0.00831382,(Sp014:1e-08,Sp011:0.00281498)N27:2.3e-07)N20:0.00582398,Sp015:0.00389131)N12:0.00687182,((Sp018:0.0132025,(((Sp017:8e-08,Sp006:0.00138926)N28:0.0041801,Sp002:1e-08)N22:0.00227977,Sp008:0.0103265)N15:0.00419008)N9:0.00908738,Sp013:0.0368365)N6:0.0137023)N8:0.0137023)N4:0.225841,Sp000:0.212371)N1:0.0597274,Sp019:0.0584151,Sp001:0.0932853);"
