,prune_name,rgft_name,newick
"1,4",Sp001,N6,"((((Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07,Sp001:0.00173242,(((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:9e-08)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,5",Sp001,N7,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:1.8e-07,Sp001:0.00173242,(Sp003:0.00519734,Sp002:0.0069781)N7:1.55e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,6",Sp001,N8,"(((((((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782,Sp001:0.00173242,((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00259577)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,7",Sp001,N9,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00519155,Sp001:0.00173242,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0105891)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,8",Sp001,Sp003,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:1.8e-07,(Sp002:0.0069781,Sp001:0.00173242,Sp003:0.00259867)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,9",Sp001,Sp002,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:1.8e-07,(Sp003:0.00519734,Sp001:0.00173242,Sp002:0.00348905)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,10",Sp001,N12,"((((((Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07,Sp001:0.00173242,(((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:9e-08)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,11",Sp001,N13,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,Sp001:0.00173242,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:4.15e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,12",Sp001,N14,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00519155,(Sp008:0.00367388,Sp001:0.00173242,((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0026096)N9:0.0211782)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,13",Sp001,Sp008,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp001:0.00173242,Sp008:0.00183694)N9:0.0211782)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,14",Sp001,N16,"(((((((Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669,Sp001:0.00173242,((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:3.5e-08)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,15",Sp001,N17,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,Sp001:0.00173242,(Sp026:0.0303108,Sp024:0.00356971)N17:0.00088345)N12:1.8e-07,(Sp028:0.015981,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289)N13:8.3e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,16",Sp001,Sp028,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00822289,Sp001:0.00173242,Sp028:0.00799052)N13:8.3e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
"1,17",Sp001,N19,"((((((((((Sp021:1e-08,(Sp022:0.0017271,Sp012:1e-08)N45:1.1e-07)N38:9e-08,(Sp027:0.0052105,Sp013:0.00345906)N39:0.00172871)N30:1e-07,((((Sp029:0.00172625,Sp020:0.00172475)N54:0.00172496,Sp014:8e-08)N48:0.00172367,Sp015:9e-08)N40:8e-08,(Sp019:8e-08,Sp011:0.00345935)N41:0.00172572)N31:0.0017245)N22:0.00345513,(Sp025:0.00231483,Sp018:0.0070413)N23:0.00463407)N16:7e-08,(Sp026:0.0303108,Sp024:0.00356971)N17:0.0017669)N12:1.8e-07,(Sp028:0.015981,Sp001:0.00173242,((Sp023:0.00520557,Sp016:0.0140654)N26:0.00500518,Sp017:0.0184133)N19:0.00411145)N13:8.3e-07)N8:0.00519155,(((Sp009:0.00872082,((Sp007:0.00172811,Sp004:0.00346174)N36:1.1e-07,Sp006:0.00347018)N29:0.00171842)N20:0.00366486,Sp005:0.00678651)N14:0.0052192,Sp008:0.00367388)N9:0.0211782)N6:1.8e-07,(Sp003:0.00519734,Sp002:0.0069781)N7:3.1e-07)N4:0.00872941,Sp010:0.0159397)N1:0.0157936,Sp000:0.00191632)ROOT_LIKE:0;"
